@relation sentiment
@attribute 0 string
@attribute 1 string
@attribute 2 {excited,joyful,natural,nervous,sad,angry}
@data
'ㅆㅡㄹㅔㄱㅣㅅㅐㄲㅣ','ㅅㅐㄲㅣ',angry
'ㅆㅣㄷㅐㅇ','ㅆㅣㄷㅐㅇ',angry
'ㅆㅣㅂㅏㄹㄷㅏㄱㅊㅕ','ㅆㅣㅂㅏㄹㄷㅏㄱㅊㅕ',angry
'ㅆㅣㅂㅜㄹㅏㄹ','ㅆㅣㅂㅜㄹㅏㄹ',angry
'ㅆㅣㅂㄷㅙㅈㅣ','ㅆㅣㅂㄷㅙㅈㅣ',angry
'ㅇㅏ','ㅇㅏㄱㅟㅊㅏㄶㄷㅏ',angry
'ㅇㅏ','ㅉㅏㅈㅡㅇ',angry
'ㅇㅏㄴㅏ','ㅎㅏㄹㅎㅏㄷㅏ',angry
'ㅇㅏㄴㅏ','ㅌㅏㄷㅏ',angry
'ㅇㅏㄷㅏㅂㄷㅏㅂ','ㄷㅏㅂㄷㅏㅂㅎㅏㄷㅏ',angry
'ㅇㅏㄸㅗㅇㅆㅏ','ㅇㅓㄱㅈㅣㅌㅗㅎㅏㄷㅏ',angry
'ㅇㅏ','ㅁㅓㅇㅊㅓㅇ',angry
'ㅇㅏㅁㅗㄱㅇㅛㄱㅌㅏㅇㅊㅏㄴㅁㅜㄹ','ㅅㅣㅍㄷㅏ',angry
'ㅇㅏㅁㅝ','ㅁㅝㅎㅏㄷㅏ',angry
'ㅇㅏㅂㅐㄴㅓㅁㅜㅇㅏㅍㅏ','ㅂㅐㄴㅓㅁㅜㅇㅏㅍㅏ',angry
'ㅇㅏㅂㅐㅇㅏㅍㅏㅅㅓㅉㅏㅈㅡㅇ','ㅉㅏㅈㅡㅇ',angry
'ㅇㅏㅂㅐㅇㅏㅍㅡㄴㄷㅔㅇㅡㅇㅇㅏ','ㅇㅏㄴㅇㅘㅇㅗㄷㅏ',angry
'ㅇㅏㅃㅏㄱㅊㅕ','ㅃㅏㄱㅊㅕ',angry
'ㅇㅏㅅㅜㄹㅁㅓㄱㄱㅗㅅㅣㅍㄷㅏ','ㅅㅜㄹㅁㅓㄱㄱㅗㅅㅣㅍㄷㅏ',angry
'ㅇㅏㅅㅣㄴㅐㅊㅏㅈㅗㄴㄴㅏㅁㅏㄶㄴㅔ','ㅊㅏㅈㅗㄴㄴㅏㅁㅏㄶㄴㅔ',angry
'ㅇㅏㅇㅏㅈㅣㄱ','ㅂㅕㄹㅣㄷㅏ',angry
'ㅇㅏ','ㅎㅣㅁㄷㅡㄹㄷㅏ',angry
'ㅇㅏㅇㅣㅃㅏㄹ','ㄴㅓㅁㅜㅇㅏㅍㅡㄷㅏ',angry
'ㅇㅏ','ㅎㅣㅁㅇㅓㅄㄷㅏ',angry
'ㅇㅏ','ㅇㅏㅈㅣㄷㅏ',angry
'ㅇㅏㅈㅗㄴ','ㅅㅟㅎㅏㄷㅏ',angry
'ㅇㅏㅈㅣㄴㅉㅏㅇㅙ','ㅇㅙ',angry
'ㅇㅏㅈㅣㅁㄴㅗㅎㄱㅗㅇㅗㅅㄱㅏㄹ','ㅇㅣㅂㄱㅗㅇㅣㅂㄷㅏ',angry
'ㅇㅏㅉㅏㅈㅡㅇ','ㅉㅏㅈㅡㅇㅅㅏㄹㅉㅣㄷㅏ',angry
'ㅇㅏㅉㅏㅈㅡㅇ','ㅉㅏㅈㅡㅇ',angry
'ㅇㅏㅍㅣ','ㅍㅣㄱㅗㄴㅎㅏㄷㅏ',angry
'ㅇㅏㅎㅐㄴㄷㅡㅍㅗㄴ','ㅈㅣㄷㅏ',angry
'ㅇㅏ.ㄴㅏㅈㅜㅇ','ㅇㅒㄱㅣㅎㅏㄷㅏ',angry
'ㅇㅏ..','ㅁㅣㅊㅣㄷㅏ',angry
'ㅇㅏㄲㅏㅁㅏㄹㅎㅐㅆㄴㅡㄴ','ㄷㅔㄷㅏ',angry
'ㅇㅏㄴㅘㅈㅓㅅㅐㄲㅣㄸㅐㅁㅜㄴ','ㅈㅜㄱㄷㅏ',angry
'ㅇㅏㄴㅘ.ㄴㅏ','ㅇㅓㅉㅓㅇㅓㅉㅓㄷㅏ',angry
'ㅇㅏㄴㅘㅅㅂ','ㅇㅏㄴㅘㅅㅂ',angry
'ㅇㅏㄴㅘㅈㅣㄴㅉㅏ','ㅇㅏㄴㅘㅈㅣㄴㅉㅏ',angry
'ㅇㅏㄴㅣㅇㅏ','ㅎㅏㄷㅏ',angry
'ㅇㅏㄸㅏ','ㄱㅏㅅㅣ',angry
'ㅇㅏㅁㅗㄹㅐㅇㅗㄴㅡㄹ','ㅅㅐㅇㄹㅣㅎㅏㄷㅏ',angry
'ㅇㅏㅁㅗㄹㄹㅏㅉㅏㅈㅡㅇ','ㅉㅏㅈㅡㅇ',angry
'ㅇㅏㅁㅜㅁㅏㄹ','ㅇㅏ',angry
'ㅇㅏㅂㅐㅇㅏㅍㅏ','ㅇㅏㅂㅐㅇㅏㅍㅏ',angry
'ㅇㅏㅅㅟㅁㅐㄹㅕ','ㅇㅏㅅㅟㅁㅐㄹㅕ',angry
'ㅇㅏㅆㅡㅂㅓㄹㅠ','ㅇㅏㅆㅡㅂㅓㄹㅠ',angry
'ㅇㅏㅇㅔㅁㅇㅔㅍㅡ','ㅇㅗㄹㄱㅓㅅ',angry
'ㅇㅏㅇㅗㄴㅏㄹ','ㅁㅗㅅㅁㅣㄷㄷㅏ',angry
'ㅇㅏㅈㅓㅆㅣ','ㅇㅏㅈㅓㅆㅣ',angry
'ㅇㅏㅉㅏㅇ','ㅇㅏㅉㅏㅇ',angry
'ㅇㅏㅉㅏㅇ','ㅊㅣㅅㅣㅍㄷㅏ',angry
'ㅇㅏㅊㅣㅁ','ㄷㅓㄹㄲㅐㅅ',angry
'ㅇㅏㄱㅁㅗㅇㄲㅝㅆㅇㅓ','ㅇㅏㄱㅁㅗㅇㄲㅝㅆㅇㅓ',angry
'ㅇㅏㄹㄹㅔㄹㅡㄱㅣㄴㄷㅔㅁㅗㄱㄱㅜㄴㅕㅇㅈㅓㅇㄱㅓㅁ','ㅎㅣㅎㅏㄷㅏ',angry
'ㅇㅏㄹㅇㅏㅅㅇㅓㄱㅐㄴㅠㄴ','ㄱㅐㄴㅠㄴ',angry
'ㅇㅏㄹㅆㅣㅂㅏㄹ','ㅇㅏㄹㄷㅏ',angry
'ㅇㅏㅍ','ㄱㅛㅎㅚㅅㅣㄹㅓ',angry
'ㅇㅑㄱㅡㄹㅓㅁㅇㅗㅈㅣㅁㅏㅛ','ㅇㅗㅈㅣㅁㅏㅛ',angry
'ㅇㅑㄴㅓㄴ','ㅎㅏㄴㅌㅔㅁㅜㄹㅇㅓㅂㅗㄷㅏ',angry
'ㅇㅑㅇㅗㄹㄱㅓㄴㅈㅣㅇㅏㄴㅇㅗㄹㄱㅓㄴㅈㅣㄸㅏㄱㅁㅏㄹ','ㅇㅗㄹㄱㅓㄴㅈㅣㅇㅏㄴㅇㅗㄹㄱㅓㄴㅈㅣㄸㅏㄱㅁㅏㄹ',angry
'ㅇㅑㅆㅣㅂㄴㅑ!!','!!',angry
'ㅇㅑㅡㅡ','ㅇㅑㅡㅡ',angry
'ㅇㅑㄱㅅㅗㄱㅈㅗㅁ','ㅈㅣㅋㅣㄷㅏ',angry
'ㅇㅓㄷㅡㄷㄱㅣㅅㅣㅀㅇㅓ','ㄷㅡㄷㄱㅣㅅㅣㅀㅇㅓ',angry
'ㅇㅓ','ㄱㅡㄹㅓㄴ',angry
'ㅇㅓㄷㅣㅂㅕㅇㅅㅣㄴ','ㅂㅕㅇㅅㅣㄴㄴㅗㅁㅅㅓㄹㅊㅣㄷㅏ',angry
'ㅇㅓㄷㅣ','ㅂㅗㄷㅏ',angry
'ㅇㅓㄷㅣㅅㅓㄲㅏㅂㅊㅕ','ㄲㅏㅂㅊㅕ',angry
'ㅇㅓㄸㅓㄴㅅㅣㅂㅏㄹㄱㅓㅅ','?',angry
'ㅇㅓㄸㅓㄴㅅㅐㄲㅣ','ㅠ',angry
'ㅇㅓㄸㅓㅎㅁㅐㄴ','ㄴㅡㅈㄷㅏ',angry
'ㅇㅓㅁㅓㅁㅓ','ㅇㅓㅁㅓㅁㅓ',angry
'ㅇㅓㅇㅣ','ㅇㅓㅇㅣㅇㅓㅄㄷㅏ',angry
'ㅇㅓㅈㅔㅈㅓㄴㅕㄱㅂㅏㅂㅁㅓㄱㄴㅡㄴㄷㅔㅇㅓㄴㄴㅣ','ㄱㅓㄱㅓㄷㅏ',angry
'ㅇㅓㅉㅓㄹㅏ','ㅇㅓㅉㅓㅇㅓㅉㅓㄷㅏ',angry
'ㅇㅓㅉㅓㅁㅇㅣㄹㅐ?','ㅇㅣㄹㅐ?',angry
'ㅇㅓㄴㄴㅗㅁ','ㅈㅣㄴㅉㅏ',angry
'ㅇㅓㄹㄱㅜㄹ','ㅅㅣㅃㅓㄹㄱㅐㅈㅕㅆㅇㅓ',angry
'ㅇㅓㅁㅊㅓㅇㅁㅐㅇㅜㄴㅁㅏㅅㅁㅓㄱㄱㅗㅅㅣㅍㅡㄴㄷㅔㅡㅡ','ㅇㅓㅁㅊㅓㅇㅁㅐㅇㅜㄴㅁㅏㅅㅁㅓㄱㄱㅗㅅㅣㅍㅡㄴㄷㅔㅡㅡ',angry
'ㅇㅓㅇㅇㅣㄴㅕㄴ','ㅇㅕㄴㄹㅏㄱㅇㅓㅄㄷㅏ',angry
'ㅇㅔㅇㅣㅅ','ㅇㅔㅇㅣㅅㅇㅏㄹㄷㅏ',angry
'ㅇㅕㅁㅕㅇ','ㄷㅔㄷㅏ',angry
'ㅇㅕㅈㅏ','ㅆㅓㅁㅓㄱㄷㅏ',angry
'ㅇㅕㄱㄱㅕㅂ','ㅇㅕㄱㄱㅕㅂㄷㅏ',angry
'ㅇㅕㄴㄱㅣㄱㅡㅁㅊㅗㅇㅇㅏㄹ','ㅇㅏㄴ',angry
'ㅇㅕㅅ','ㅇㅕㅅ',angry
'ㅇㅕㅅㅁㅓㄱㅇㅓㅗ','ㅗ',angry
'ㅇㅕㅇㅎㅘ','ㄱㅔ',angry
'ㅇㅖㅅㅏㅇ','ㅉㅠㅂㅏㄹ',angry
'ㅇㅖㅁㅂㅕㅇ','ㅇㅖㅁㅂㅕㅇ',angry
'ㅇㅖㅅㄴㅏㄹㄲㅓㄹㅐ-_-','ㅅㅣㅁㅣㅊㅣㄷㅏ',angry
'ㅇㅗㄴㅡㄹ','ㄴㅓㅁㅏㄱ',angry
'ㅇㅗㄴㅡㄹㅇㅗㅈㅣㄱㅔㅈㅏㅇㅅㅏㅇㅏㄴㄷㅐㄴ','ㅈㅏㅇㅅㅏㅇㅏㄴㄷㅐㄴ',angry
'ㅇㅗㄴㅡㄹㅈㅏㅇㅅㅏㅁㅏㅇ','ㅁㅏㅇㅎㅏㄷㅏ',angry
'ㅇㅗㄴㅡㄹㅈㅏㅇㅅㅏ','ㄷㅓ',angry
'ㅇㅗㄴㅡㄹ34','ㅈㅣㄱㅇㅕㄹㄷㅏ',angry
'ㅇㅗㄴㅡㄹㄴㅓㅎㅢ','ㄴㅏㄹㄴㅏㅅㄷㅏ',angry
'ㅇㅗㄴㅡㄹㅍㅗㄴㅂㅕㄴㄱㅣ','ㅁㅓㄹㅉㅓㅇㅎㅏㄷㅏ',angry
'ㅇㅗㅃㅏ','ㄱㅓㄹㄷㅏ',angry
'ㅇㅗㅎㅜ1ㅅㅣ','ㄴㅓㅁㅜ',angry
'ㅇㅘㄴㅈㅓㄴㅅㅣㄹㅓ','ㅇㅘㄴㅈㅓㄴㅅㅣㄹㅓ',angry
'ㅇㅘㅇㅉㅏㅈㅡㅇ','ㅇㅘㅇㅉㅏㅈㅡㅇ',angry
'ㅇㅙ','ㅇㅣㅆㄷㅏ',angry
'ㅇㅙ','ㅇㅙㅇㅚㄷㅏ',angry
'ㅇㅙ','ㅊㅜㄹㅂㅏㄹㅇㅏㄴㅎㅏㄷㅏ',angry
'ㅇㅙ','ㅇㅙㅇㅚㄷㅏ',angry
'ㅇㅙ','ㅅㅜㅇㅓㅄㄷㅏ',angry
'ㅇㅙ','ㅂㅗㅎㅣㅁㄴㅐㄷㅏ',angry
'ㅇㅙㅇㅛㄱㅎㅐㄴㅓ','ㅇㅙㅇㅛㄱㅎㅐㄴㅓ',angry
'ㅇㅙㅋㅔ','ㄴㅏㄷㅐㄷㅏ',angry
'ㅇㅙㅋㅔ','ㄴㅡㅈㄷㅏ',angry
'ㅇㅛㄱ','ㅇㅛㄱㅎㅏㄷㅏ',angry
'ㅇㅛㄱ','ㅇㅛㄱㅎㅏㄷㅏ',angry
'ㅇㅛㄱ','ㅇㅛㄱ',angry
'ㅇㅛㄱㅈㅗㅁㅎㅏㅈㅣㅁㅏㄷㅡㄷㄱㅣㅅㅣㅀㅇㅓ','ㄷㅡㄷㄱㅣㅅㅣㅀㅇㅓ',angry
'ㅇㅛㄱㅈㅗㅁㅎㅏㅈㅣㅁㅏ.ㅇㅛㄱㄴㅕ','.ㅇㅛㄱㄴㅕ',angry
'ㅇㅜㄹㅣㅇㅣㅈㅔ','ㄱㅡㅁㅏㄴㄴㅏㄴㅏㄷㅏ',angry
'ㅇㅜㅆㅣㅠㅠㅠㅜㅠ','ㅠㅠㅠㅜㅠ',angry
'ㅇㅜㅇㅔㄱ','ㅇㅜㅇㅔㄱ',angry
'ㅇㅜㅇㅜㄹ','ㅍㅣㄱㅗㄴㅎㅏㄷㅏ',angry
'ㅇㅜㄴㄷㅗㅇㄱㅏ','ㅇㅜㄴㄷㅗㅇㄱㅏㄷㅚㄷㅏ',angry
'ㅇㅜㄴㅈㅓㄴ','ㅇㅜㄴㅈㅓㄴㅎㅏㄷㅏ',angry
'ㅇㅜㄴㅈㅓㄴ','ㅎㅏㄷㅏ',angry
'ㅇㅜㅅㅇㅣㅆ','ㅇㅜㅅㄱㅣㅇㅣㅆㄷㅏ',angry
'ㅇㅝㄹㄷㅡㅋㅓㅂㅁㅗㅅㄴㅏ','ㅈㅓㅇㅅㅣㄴㅊㅏㄹㅣㄷㅏ',angry
'ㅇㅣㄱㅓ','ㄲㅓㅈㅣㄷㅏ',angry
'ㅇㅣㄱㅔㅈㅏㄴㅅㅗㄹㅣ','?',angry
'ㅇㅣㄱㅔ','ㅈㅏㅇㄴㅏㄴㅊㅣㄷㅏ',angry
'ㅇㅣㄴㅕㄴ..','ㅇㅣㄴㅕㄴ..',angry
'ㅇㅣㄴㅕㄴ','ㄷㅗㄹㅇㅏㅆㄴㅔ',angry
'ㅇㅣㄹㅓㄴㄹㅔㄷㅡㅂㅜㄹㅇㅏㄹ','ㅇㅣㄹㅓㄴ',angry
'ㅇㅣㄹㅓㄴㅅㅣㅂㅏㄹㄴㅗㅁ','ㅈㅐㅅㅜㅇㅓㅄㄷㅏ',angry
'ㅇㅣㄹㅓㄴㅈㅔㄴㅈㅏㅇ','ㅇㅣㄹㅓㄴ',angry
'ㅇㅣㄹㅓㄴㅊㅣㄹㅂㅜㄴ','ㅇㅣㄹㅓㄴㄴㅓㅁㄷㅏ',angry
'ㅇㅣㅅㅣ','ㄷㅙㅈㅣ',angry
'ㅇㅣㅈㅔㅈㅣㅂ','ㄲㅗㄱㅈㅣㅌㅓㅈㅣㄷㅏ',angry
'ㅇㅣㄹㅇㅣㄹㅇㅣㅂㅗㄱㅗ','ㅇㅣㄹㅇㅣㄹㅇㅣㅂㅗㄱㅗㅎㅏㄷㅏ',angry
'ㅇㅣㅂㄱㅓㄹㄹㅔㄴㅔ','ㅇㅣㅂㄷㅏ',angry
'ㅈㄴㄱㅣㄴㄱㅓㄱㅏ','ㄱㅏㄱㅏㄷㅏ',angry
'ㅈㅏㄲㅜㅈㅓㄴㅎㅘ','ㅈㅓㄴㅎㅘㅎㅏㄷㅏ',angry
'ㅈㅏㄴㅅㅗㄹㅣㅈㅗㅁㅎㅏㅈㅣㅁㅏ','ㅈㅏㄴㅅㅗㄹㅣㅈㅗㅁㅎㅏㅈㅣㅁㅏ',angry
'ㅈㅏㅇㄴㅏㄴㅊㅣㄱㅓ','ㄱㅏㅌㄷㅏ',angry
'ㅈㅣㅇㅙㅈㅓㄹㅐ?','ㅈㅣㄷㅏ',angry
'ㅈㅓㄱㅓㄲㅏㅂㅊㅣㅈㅣㅁㅏㄹㄹㅏㅎㅐ','ㅎㅐㅎㅏㄷㅏ',angry
'ㅈㅓㅈㅣㄹ','ㅈㅓㅈㅣㄹ',angry
'ㅈㅓㅅㅁㅏㅇ','ㄴㅔ',angry
'ㅈㅓㅇㄸㅓㄹㅇㅓㅈㅣㄷㅏ','ㅈㅓㅇㄸㅓㄹㅇㅓㅈㅣㄷㅏ',angry
'ㅈㅓㅇㅁㅏㄹㅅㅣㄹㅁㅏㅇ','ㅅㅣㄹㅁㅏㅇ',angry
'ㅈㅔㅂㅏㄹㄱㅡㄴㅑㅇㅈㅗㅁ','ㄴㅘㄷㅜㄷㅏ',angry
'ㅈㅔㄴㅈㅏㅇ','ㅈㅔㄴㅈㅏㅇ',angry
'ㅈㅗㅈㅣㅂㅓㄹㅣ','ㅂㅓㄹㅣㄷㅏ',angry
'ㅈㅗㄴㅏ','ㅇㅘㅇㅗㄷㅏ',angry
'ㅈㅗㄴㅏ','ㄴㅏㄴㅏㄷㅏ',angry
'ㅈㅗㄴㅏ','ㅈㅣㄹㅏㄹㅎㅏㄷㅏ',angry
'ㅈㅗㄴㅏㄸㅏㅈㅣ','ㅅㅣㅍㅇㅓㅅㅣㅍㄷㅏ',angry
'ㅈㅗㄴㅏㅁㅏ','ㅈㅗㄹㄷㅏ',angry
'ㅈㅗㄴㅏㅇㅕㄹ','ㄴㅏㅇㅕㄹ',angry
'ㅈㅗㄴㅏㅈㅗㅁ','ㄱㅡㅁㅏㄴㄱㅡㅎㅐㅎㅏㄷㅏ',angry
'ㅈㅗㄴㅏㅎㅘ','ㄴㅏㅎㅘㄴㅔ',angry
'ㅈㅗㅁ','ㅈㅏㅈㅏㄷㅏ',angry
'ㅈㅗㅈtotheㅁㅏㅇ','ㅈㅗㅈtotheㅁㅏㅇ',angry
'ㅈㅗㅈㄲㅏㅂㅕㅇㅅㅣㄴ','ㅂㅕㅇㅅㅣㄴ',angry
'ㅈㅗㅈㄲㅏㅆㅣㅂㅏㄹㄹㅕㄴ','ㅆㅣㅂㅏㄹㄹㅕㄴ',angry
'ㅈㅗㅈㅁㅏㅇ','ㄴㅔ',angry
'ㅈㅛ','ㄷㅓ',angry
'ㅈㅜㄷㅜㅇㅇㅣ','ㅈㅜㄷㅜㅇㅇㅣㄷㅏㅁㅜㄹㄷㅏ',angry
'ㅈㅜㄷㅜㅇㅇㅣ','ㅈㅜㄷㅜㅇㅇㅣㄷㅏㄱㅊㅣㄷㅏ',angry
'ㅈㅜㅈㅔ','ㅈㅜㅈㅔㅁㅗㄹㅡㄷㅏ',angry
'ㅈㅜㅈㅔㅍㅏㅇㅏㄱ','ㅈㅜㅈㅔㅍㅏㅇㅏㄱㅎㅏㄷㅏ',angry
'ㅈㅜㄱㅅㅣㅍ','ㅅㅣㅍㄷㅏ',angry
'ㅈㅜㄱㅈㅏㅂ','ㅈㅏㅂㄷㅏ',angry
'ㅈㅜㄱㅇㅣㅅㅣㅍ','ㅈㅜㄱㅅㅣㅍㄷㅏ',angry
'ㅈㅜㄴㄴㅏㅌㅣㅇㄱㅣㄴㄷㅏㅡㅡㅈㅜㅈㅔ','ㅈㅜㅈㅔ',angry
'ㅈㅜㄹㅅㅓ','ㅅㅏㄹㅏㅁㅅㅏㄷㅏ',angry
'ㅈㅣㄱㅏㅂ','ㅈㅣㄱㅏㅂㅇㅣㅀㅇㅓㅂㅓㄹㅣㄷㅏ',angry
'ㅈㅣㄱㅗ','ㅈㅣㅇㅗㄹㄹㅏㄱㅏㄷㅏ',angry
'ㅈㅣㄴㅏㄱㅏㅅㅏㄹㅏㅁ','ㅅㅣㅍㄷㅏ',angry
'ㅈㅣㄴㅔ','ㄴㅗㄹㄷㅏ',angry
'ㅈㅣㄷㅡㄹ','ㅗㅗ',angry
'ㅈㅣㄹㅏㄹ','ㅈㅣㄹㅏㄹㅎㅏㄷㅏ',angry
'ㅈㅣㅇㅜㄱㅐ','ㅎㅘㄱㅏ',angry
'ㅈㅣㅇㅝㅂㅓㄹㅕ','ㅈㅣㅇㅝㅂㅓㄹㅕ',angry
'ㅈㅣㄴㅉㅏㅁㅏㄹ','ㅎㅏㄷㅏ',angry
'ㅈㅣㄴㅉㅏㅎㅗㅈㅓㄱㅍㅏ','ㅅㅣㅍㄷㅏ',angry
'ㅈㅣㅂ','ㅅㅐㅇㄱㅏㄱㅎㅏㄷㅏ',angry
'ㅈㅣㅂ','ㅁㅏㅈㄷㅏ',angry
'ㅉㅏㅈㅡㅇㄴㅏㄱㅔㅈㅗㅁㅎㅏㅈㅣㅁㅏ','ㄴㅏㄱㅔㅈㅗㅁㅎㅏㅈㅣㅁㅏ',angry
'ㅉㅏㅈㅡㅇ','ㅉㅏㅈㅡㅇㄲㅏㄷㅏ',angry
'ㅉㅏㅈㅡㅇㄴㅏㅅㅓ','ㅇㅓㅄㄷㅏ',angry
'ㅉㅏㅈㅣㅇ','ㅠㅠ',angry
'ㅉㅏㅇㄴㅏㅅㄱㅔㅅㄱㅗ','!',angry
'ㅉㅣㅎㅐㅅㅓ','ㄱㅡㄹㅐ',angry
'ㅊㅏ','ㅊㅏㅊㅏㄷㅏ',angry
'ㅊㅏㄹㅏㄹㅣㄱㅜㄻ','ㅊㅏㄹㅏㄹㅣㄱㅜㄻㄷㅏ',angry
'ㅊㅐㅇㄱㅣㅁㅍㅣㄹ','ㅇㅓㅄㄷㅏ',angry
'ㅊㅔㅅ.!!!!','ㅊㅔㅅ.!!!!',angry
'ㅊㅜ','ㅊㅜㅎㅏㄷㅏ',angry
'ㅊㅜ','ㅊㅜㅎㅏㄷㅏ',angry
'ㅊㅜ','ㄱㅗㄹㅡㄷㅏ',angry
'ㅊㅜㄱㄱㅜㅇㅓㅁㅊㅓㅇㅈㅏㄹㅎㅏㄴㅔ','ㄱㅜㄱ',angry
'ㅊㅜㄱㄱㅜㅈㅗㄹㅁㅗㅅ','ㅊㅜㄱㄱㅜㅈㅗㄹㅁㅗㅅ',angry
'ㅊㅜㄱㄱㅜㅈㅗㅁ','ㅡㅡ',angry
'ㅊㅜㄹㅂㅏㄹㅎㅏㄱㅣㅈㅓㄴ','ㅁㅏㄹㅎㅏㄷㅏ',angry
'ㅊㅣㄴㅏ','ㄴㅏㄴㅏㄷㅏ',angry
'ㅌㅗ','ㅌㅗㅇㅘㅇㅗㄷㅏ',angry
'ㅌㅗ','ㅌㅗ',angry
'ㅌㅗㅎㅏㄱㅓ','ㄱㅓ',angry
'ㅌㅣ','ㅌㅣㄴㅐㄷㅏ',angry
'ㅍㅕㄴㄷㅡㄹㅁㅏ','ㅈㅐㅅㅜㅇㅓㅄㄷㅏ',angry
'ㅍㅡㄹㅗㅍㅣㄹㅅㅏㅈㅣㄴㅉㅏㅇ.','ㅎㅐㄷㅗㅎㅏㄷㅏ',angry
'ㅍㅣ','ㄱㅓㄲㅜㄹㅗㅅㅗㅅㄷㅏ',angry
'ㅍㅣㄸㅗㅇㅆㅏㅆㅈㅣㄱㅡㄱㅓ','ㄱㅡㄱㅓㅇㅓㄷㅇㅓㅁㅓㄱㄷㅏ',angry
'ㅎㅏㄷㅏㄴㅣ','ㄲㅗㄹㅏㄱㅅㅓㄴㅣㅎㅏㄷㅏ',angry
'ㅎㅏㅈㅣㅅㄱㅓㄹㅣ','ㅁㅏㅁㅇㅏㄹㄷㅏ',angry
'ㅎㅏㅈㅣㅁㅏㄹ','ㅎㅏㅈㅣㅁㅏㄹ',angry
'ㅎㅏㅈㅣㅁㅏㄹㄹㅐ','ㄱㅡㄹㅓ',angry
'ㅎㅏㅎㅏ.','ㅇㅏㄶㄷㅏ',angry
'ㅎㅏㄴ','ㅎㅏㄴㅎㅏㄷㅏ',angry
'ㅎㅏㄴㅁㅏㄷㅣ','ㅈㅜㄷㅜㅇㅇㅣㅇㅓㅄㅇㅐㅂㅓㄹㅣㄷㅏ',angry
'ㅎㅏㄹㅁㅣㄷㅜ','ㄴㅐㄱㅏㄱㅏㅅㅓㄲㅐㅇㅜㄹㄲㅓ',angry
'ㅎㅏㄹ','ㅎㅏㄹ',angry
'ㅎㅓㄺ..','ㄱㅓㅂㄴㅏㄷㅏ',angry
'ㅎㅘㄴㅏ','ㅎㅘㄴㅏㄷㅏ',angry
'ㅎㅘㄴㅈㅏㅇ','ㅎㅘㄴㅈㅏㅇㅎㅏㄷㅏ',angry
'ㅎㅘㄴㅈㅏㅇ','ㅎㅘㄴㅈㅏㅇㅎㅏㄷㅏ',angry
'ㅎㅡㅁㅆㅞㅅ','ㄴㅔ',angry
'ㅗㅗㅗ','ㅗㅗㅗ',angry
'ㅡㅡㅈㅐㅅㅓㅂㄴㅡㄴㅅㅗㄹㅣ','ㅇㅣㅅㄷㅏ',angry
'ㅡㅡㅎㅔㅇㅓ','ㅈㅣㄷㅏ',angry
'*^^*','*^^*',joyful
'^^','^^',joyful
'^^ㅂㅐㄱㅈㅗㅇㅏㅇㅣㅇ','ㅋㅋㅋ',joyful
'>_<','>_<',joyful
'♥','♥',joyful
'1ㅎㅏㄱㄴㅕㄴㅇㅏㅇㅣㅇㅏ','ㄴㅡㄲㅣㄷㅏ',joyful
'2013ㄴㅕㄴㅁㅣㅅㅡㅋㅗㄹㅣㅇㅏ','ㅍㅣㄹㅍㅣㄷㅏ',joyful
'40ㄷㅐ','ㄱㅓㄷㅏ',joyful
'7ㅇㅝㄹ20','ㅇㅔ',joyful
'86ㅅㅏㄹ','ㄷㅔㄷㅏ',joyful
'Ibelievei','ㅂㅜㄹㅡㄷㅏ',joyful
'ㄱㅏㅈㅓㅁㅍㅡ','ㅈㅣㄹㅡㄷㅏ',joyful
'ㄱㅏㄷㅏㄺ','ㄱㅓ',joyful
'ㄱㅏㄴㅈㅏㅇㅊㅣㅋㅣㄴㅉㅏㅇ','ㅉㅏㅇ',joyful
'ㄱㅏㅁ','ㅅㅗㄷㅏ',joyful
'ㄱㅐㅆㅏㅇㄴㅗㅁ','ㅋㅋㅋ',joyful
'ㄱㅐㅉㅓㄹㅇㅓㅋㅋ','ㄱㅐㅉㅓㄹㅇㅓㅋㅋ',joyful
'ㄱㅐㅊㅏ','ㅊㅏ',joyful
'ㄱㅓㅂㄴㅏㅁㅏㅅㅇㅣㅆ','ㅂㅗ',joyful
'ㄱㅓㅂㄴㅏㅈㅛㅇㅏㅇㅋㅋ','ㄱㅓㅂㄴㅏㅈㅛㅇㅏㅇㅋㅋ',joyful
'ㄱㅕㅂㄱㅕㅇㅅㅏㅋ','ㅋ',joyful
'ㄱㅗㄱㅣ','ㄱㅗㄱㅣㄱㅗㄷㅏ',joyful
'ㄱㅗㅇㅜㅇㅣㅇ♥','ㄱㅗㄷㅏ',joyful
'ㄱㅗㅇㅜㅇ','ㄱㅗㄷㅏ',joyful
'ㄱㅗㅇㅝ','ㄱㅗㄷㅏ',joyful
'ㄱㅗㅇㅝ!!','ㄱㅗㄷㅏ',joyful
'ㄱㅗㅁㅏㅂㄷㅏㅇㅋ','ㅋ',joyful
'ㄱㅘㅈㅏㅁㅓㄱㅇㅓㅋㅋ','ㄱㅘㅈㅏㅁㅓㄱㅇㅓㅋㅋ',joyful
'ㄱㅛㅎㅚ','ㄱㅜㅇㅝㄴㅎㅏㄷㅏ',joyful
'ㄱㅜㄹㅐㅂㅋㅋㅇㅣㄹ','ㅇㅏㄴㄴㅐㅎㅏㄷㅏ',joyful
